sort,no,rus,eng,sem,opt,n/v,СС_no,def_RU,def_EN,cx_RU,cx_EN,KK,Jena200,GLD110,status,lexnotes
1030,1030,БОЯТЬСЯ,FEAR,16,,v,1419,"Испытать неконтролируемое чувство беспокойства из-за чего-л., вызывающее реакцию испуга или пугающее впечатление. (Concepticon) Далее см. CoBL. ",To be scared of; to have an uncontrollable emotion of anxiety about something that causes a scared reaction or frightening impression. (Concepticon) See further in CoBL.,"1. Он боится волков. 2. Он боится ходить в лес. 3. Не подходи ко мне, я боюсь!","1. He is afraid of wolves. 2. He is afraid of going to the forest. 3. Don’t come to me, I am afraid!",204,45,0,final,
1031,1031,ПУГАТЬ,FRIGHTEN,16,,v,252,Вызывать в ком-л. чувство страха.,To cause fear in someone.,1. Ребёнок напугал маму. 2. В лесу меня напугали волки.,1. The child scared his mother. 2. Wolves scared me in the forest.,205,0,0,final,
1032,1032,ВЫБИРАТЬ,CHOOSE,16,,v,1750,Сделать выбор в пользу одной из альтернатив. (Concepticon) Отличать от специализированных глаголов со значением ‘выбрать голосованием’.,To make a choice from a number of alternatives. (Concepticon) Differentiate from verbs with the specific meaning ‘elect’.,"1. Он выбрал место для дома на холме. 2. Выбирай, что будешь пить: чай или кофе.",1. He chose a location on a hill for his house. 2. Choose what to drink: tea or coffee.,17,0,0,final,
1033,1033,ОБМАНЫВАТЬ,DECEIVE,16,,v,0,Ввести человека в заблуждение заведомо ложными словами.,To create a wrong impression in somebody by a clear verbal falsehood.,"1. Расул обещал Мураду, что заплатит, но обманул его. 2. Обманывать нельзя: надо всегда говорить правду.","1. Rasul promised Murad to pay him, but cheated him. 2. You must not deceive: you must always tell the truth.",0,0,0,final,
1034,1034,ХОРОШИЙ,GOOD,16,,n,1035,"Вызывать в ком-л. уверенность в ложной информации. (Concepticon, изм.)","To cause someone to believe an untruth; to practice trickery or fraud. (Concepticon, mod.)","1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.","1. God helps good people and punishes bad people. 2. This house is good, that house is bad. 3. In our village they make good knives, in the neighbouring village, bad knives.",0,64,34,final,
1035,1035,ПЛОХОЙ,BAD,16,,n,1292,"Противиположный хорошему. Наименее маркированное слово для нежелательного, неприятного объекта.",Not good; unfavorable; negative. ,"1. Бог помогает хорошим людям и наказывает плохих. 2. Этот дом хороший, тот — плохой. 3. В нашем селении делают хорошие ножи, в ХХ — плохие.","1. God helps good people and punishes bad people. 2. This house is good, that house is bad. 3. In our village they make good knives, in the neighbouring village, bad knives.",0,7,0,final,
1036,1036,ХВАЛИТЬ,PRAISE,16,,v,1687,Выражать положительную оценку действий кого-л.,To express a positive evaluation of somebody’s actions.,"Мать хвалит дочь за то, что та хорошо учится в школе.",The mother praises the daughter for studying well in school.,213,0,0,final,
1037,1037,КРАСИВЫЙ,BEAUTIFUL,16,,n,1427,Имеющий приятный внешний вид.,Having a pleasant external appearance.,"1. Он хочет жениться на красивой девушке. 2. Этот дом хорошо построен, он красивый.","1. He wants to marry a beautiful woman. 2. This house is well-built, it is beautiful.",0,0,0,check,maybe avoid reference to persons?
1038,1038,УРОДЛИВЫЙ,UGLY,16,,n,1548,Имеющий неприятный внешний вид.,Having an unpleasant external appearance.,"1. Она некрасивая, ей трудно найти жениха. 2. Этот дом плохо построен, он некрасивый.","1. She is unattractive, it is hard for her to find a husband. 2. This house is badly built, it is ugly.",0,0,0,check,
1039,1039,ЖАДНЫЙ,GREEDY,16,,n,2018,Крайне неохотно расстающийся с деньгами или собственностью.,Excessively unwilling to part with money or property.,Этот жадный человек никогда не помогает родственникам.,This greedy man never helps his relatives.,539,0,0,final,
1040,1040,УМНЫЙ,CLEVER,16,,n,1310,Имеющий высокие умственные способности.,Having high mental capabilities.,"1. Мой сын умный, он легко поступит в университет. 2. У глупого царя был умный советник.","1. My son is clever, he will easily enter a university. 2. The stupid king had a clever advisor.",0,0,0,final,
1041,1041,ДУМАТЬ,THINK,17,,v,1415,"Глагол, обозначающий мыслительный процесс сам по себе, в контексте без сентенциального актанта. Далее см. CoBL.","Most generic verb for the active mental process of thinking, reasoning -- i.e. 'cogitate', but the most generic verb that covers this.  Not specifically 'have an opinion', 'believe'. I.e. not the context with following 'that': 'think that', 'believe that'. Avoid intensifying verbs specifically for deep or long thinking: e.g. 'ponder', 'consider'. Avoid verbs focusing on decision-making: e.g. 'decide'. Avoid verbs specifically for superficial thinking, mind-wandering: e.g. 'wonder'. (CoBL)","1. Подожди, мне надо подумать. 2. Что ты делаешь? — Просто думаю. (CoBL)","1. Wait a moment, I need to think. 2. What are you doing? I’m just thinking. (CoBL)",0,173,0,final,
