ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
sanzhi-229_firefly-2,,sanzhi,229_firefly,шшала мирихъв,шшала мирихъв,<?> а <?> а + <?> <?> р <?> <?> <?> <?>,,lexcauc,,,^шш а л а + м и р и х ъ в$,default
sanzhi-230_butterfly-1,,sanzhi,230_butterfly,алх1ян,алх1ян,а <?> <?> <?> <?> <?>,,lexcauc,,,^а л х 1 я н$,default
sanzhi-231_grasshopper-1,,sanzhi,231_grasshopper,дубурла кьаца,дубурла кьаца,<?> <?> <?> <?> р <?> а + <?> <?> а <?> а,,lexcauc,,,^д у б у р л а + к ь а ц а$,default
sanzhi-232_snail-1,,sanzhi,232_snail,къика,къика,<?> <?> <?> <?> а,,lexcauc,,,^к ъ и к а$,default
sanzhi-233_frog-1,,sanzhi,233_frog,г1ят1а,г1ят1а,<?> <?> <?> т <?> а,,lexcauc,,,^г 1 я т 1 а$,default
sanzhi-234_lizard-1,,sanzhi,234_lizard,гьелкъа,гьелкъа,<?> <?> е <?> <?> <?> а,,lexcauc,,,^г ь е л к ъ а$,default
sanzhi-234_lizard-2,,sanzhi,234_lizard,шшят1а,шшят1а,<?> <?> т <?> а,,lexcauc,,,^шш я т 1 а$,default
sanzhi-247_body-1,,sanzhi,247_body,чарх,чарх,<?> а р <?>,,lexcauc,,,^ч а р х$,default
sanzhi-247_body-2,,sanzhi,247_body,хамхха,хамхха,<?> а <?> <?> а,,lexcauc,,,^х а м хх а$,default
sanzhi-247_body-3,,sanzhi,247_body,кьаркьала,кьаркьала,<?> <?> а р <?> <?> а <?> а,,lexcauc,,,^к ь а р к ь а л а$,default
sanzhi-248_side-1,,sanzhi,248_side,шшал,шшал,<?> а <?>,,lexcauc,,,^шш а л$,default
sanzhi-249_skin-1,,sanzhi,249_skin,кам,кам,<?> а <?>,,lexcauc,,,^к а м$,default
sanzhi-250_hideofgoatsandsheep-1,,sanzhi,250_hideofgoatsandsheep,ккул,ккул,<?> <?> <?>,,lexcauc,,,^кк у л$,default
sanzhi-251_hideofcows-1,,sanzhi,251_hideofcows,кабц,кабц,<?> а <?> <?>,,lexcauc,,,^к а б ц$,default
sanzhi-252_woolofsheep-1,,sanzhi,252_woolofsheep,ппала,ппала,<?> а <?> а,,lexcauc,,,^пп а л а$,default
sanzhi-253_woolofgoats-1,,sanzhi,253_woolofgoats,гъал,гъал,<?> <?> а <?>,,lexcauc,,,^г ъ а л$,default
sanzhi-254_hairmass-1,,sanzhi,254_hairmass,кьачме,кьачме,<?> <?> а <?> <?> е,,lexcauc,,,^к ь а ч м е$,default
sanzhi-255_hairsingle-1,,sanzhi,255_hairsingle,гъез,гъез,<?> <?> е <?>,,lexcauc,,,^г ъ е з$,default
sanzhi-256_malehaircut-1,,sanzhi,256_malehaircut,чяч,чяч,<?> <?> <?>,,lexcauc,,,^ч я ч$,default
sanzhi-257_beard-1,,sanzhi,257_beard,муц1ур,муц1ур,<?> <?> <?> <?> <?> р,,lexcauc,,,^м у ц 1 у р$,default
sanzhi-258_moustache-1,,sanzhi,258_moustache,супен,супен,<?> <?> <?> е <?>,,lexcauc,,,^с у п е н$,default
sanzhi-259_combofbirds-1,,sanzhi,259_combofbirds,чухтта,чухтта,<?> <?> <?> тт а,,lexcauc,,,^ч у х тт а$,default
sanzhi-260_mane-1,,sanzhi,260_mane,гъалкьама,гъалкьама,<?> <?> а <?> <?> <?> а <?> а,,lexcauc,,,^г ъ а л к ь а м а$,default
sanzhi-261_dandruff-1,,sanzhi,261_dandruff,бек1ла кам,бек1ла кам,<?> е <?> <?> <?> а + <?> а <?>,,lexcauc,,,^б е к 1 л а + к а м$,default
sanzhi-262_blood-1,,sanzhi,262_blood,беэ,беэ,<?> е <?>,,lexcauc,,,^б е э $,default
sanzhi-263_veinartery-1,,sanzhi,263_veinartery,беэла тум,беэла тум,<?> е <?> <?> а + т <?> <?>,,lexcauc,,,^б е э л а + т у м$,default
sanzhi-264_sinew-1,,sanzhi,264_sinew,ккви,ккви,<?> <?> <?>,,lexcauc,,,^кк в и$,default
sanzhi-265_joint-1,,sanzhi,265_joint,бирк1ун,бирк1ун,<?> <?> р <?> <?> <?> <?>,,lexcauc,,,^б и р к 1 у н$,default
sanzhi-266_cartilage-1,,sanzhi,266_cartilage,хъамссик1в,хъамссик1в,<?> <?> а <?> <?> <?> <?> <?> <?>,,lexcauc,,,^х ъ а м сс и к 1 в$,default
sanzhi-267_gall-1,,sanzhi,267_gall,ссими,ссими,<?> <?> <?> <?>,,lexcauc,,,^сс и м и$,default
sanzhi-268_urine-1,,sanzhi,268_urine,дацци,дацци,<?> а <?> <?>,,lexcauc,,,^д а цц и$,default
sanzhi-269_faeces-1,,sanzhi,269_faeces,пух,пух,<?> <?> <?>,,lexcauc,,,^п у х$,default
sanzhi-270_liquidstool-1,,sanzhi,270_liquidstool,ц1их,ц1их,<?> <?> <?> <?>,,lexcauc,,,^ц 1 и х$,default
sanzhi-271_dungofcow-1,,sanzhi,271_dungofcow,п1ялц1а,п1ялц1а,<?> <?> <?> <?> <?> <?> а,,lexcauc,,,^п 1 я л ц 1 а$,default
sanzhi-272_bone-1,,sanzhi,272_bone,ликка,ликка,<?> <?> <?> а,,lexcauc,,,^л и кк а$,default
sanzhi-273_rib-1,,sanzhi,273_rib,шшалибурх,шшалибурх,<?> а <?> <?> <?> <?> р <?>,,lexcauc,,,^шш а л и б у р х$,default
sanzhi-274_horn-1,,sanzhi,274_horn,хъи,хъи,<?> <?> <?>,,lexcauc,,,^х ъ и$,default
sanzhi-275_tail-1,,sanzhi,275_tail,ч1ими,ч1ими,<?> <?> <?> <?> <?>,,lexcauc,,,^ч 1 и м и$,default
sanzhi-276_tailfat-1,,sanzhi,276_tailfat,духъмугъ,духъмугъ,<?> <?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^д у х ъ м у г ъ$,default
sanzhi-277_backanatomical-1,,sanzhi,277_backanatomical,къахъ,къахъ,<?> <?> а <?> <?>,,lexcauc,,,^к ъ а х ъ$,default
sanzhi-278_spine-1,,sanzhi,278_spine,къахъла ликка,къахъла ликка,<?> <?> а <?> <?> <?> а + <?> <?> <?> а,,lexcauc,,,^к ъ а х ъ л а + л и кк а$,default
sanzhi-279_head-1,,sanzhi,279_head,бек1,бек1,<?> е <?> <?>,,lexcauc,,,^б е к 1 $,default
sanzhi-280_templesideofhead-1,,sanzhi,280_templesideofhead,ажалла мусса,ажалла мусса,а <?> а <?> а + <?> <?> <?> а,,lexcauc,,,^а ж а лл а + м у сс а$,default
sanzhi-281_skull-1,,sanzhi,281_skull,бек1ла вакъа,бек1ла вакъа,<?> е <?> <?> <?> а + <?> а <?> <?> а,,lexcauc,,,^б е к 1 л а + в а к ъ а$,default
sanzhi-282_brain-1,,sanzhi,282_brain,маъ,маъ,<?> а <?>,,lexcauc,,,^м а ъ$,default
sanzhi-283_marrow-1,,sanzhi,283_marrow,маъ,маъ,<?> а <?>,,lexcauc,,,^м а ъ$,default
sanzhi-284_face-1,,sanzhi,284_face,дяг1,дяг1,<?> <?> <?> <?>,,lexcauc,,,^д я г 1 $,default
sanzhi-285_forehead-1,,sanzhi,285_forehead,антта,антта,а <?> тт а,,lexcauc,,,^а н тт а$,default
sanzhi-286_jaw-1,,sanzhi,286_jaw,хъяйхъяй,хъяйхъяй,<?> <?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^х ъ я й х ъ я й$,default
sanzhi-287_cheek-1,,sanzhi,287_cheek,иркъи,иркъи,<?> р <?> <?> <?>,,lexcauc,,,^и р к ъ и$,default
sanzhi-288_eye-1,,sanzhi,288_eye,ул,ул,<?> <?>,,lexcauc,,,^у л$,default
sanzhi-289_eyebrow-1,,sanzhi,289_eyebrow,нут,нут,<?> <?> т,,lexcauc,,,^н у т$,default
sanzhi-290_eyelash-1,,sanzhi,290_eyelash,улла гъез,улла гъез,<?> <?> а + <?> <?> е <?>,,lexcauc,,,^у лл а + г ъ е з$,default
sanzhi-291_ear-1,,sanzhi,291_ear,ляп,ляп,<?> <?> <?>,,lexcauc,,,^л я п$,default
sanzhi-292_earwax-1,,sanzhi,292_earwax,ляпла ччёркка,ляпла ччёркка,<?> <?> <?> <?> а + <?> <?> р <?> а,,lexcauc,,,^л я п л а + чч ё р кк а$,default
sanzhi-293_nose-1,,sanzhi,293_nose,къёнхъ,къёнхъ,<?> <?> <?> <?> <?> <?>,,lexcauc,,,^к ъ ё н х ъ$,default
sanzhi-294_snivel-1,,sanzhi,294_snivel,г1юнзе,г1юнзе,<?> <?> <<ю>> <?> <?> е,,lexcauc,,,^г 1 <ю> н з е$,default
sanzhi-296_mouthexternal-1,,sanzhi,296_mouthexternal,миса,миса,<?> <?> <?> а,,lexcauc,,,^м и с а$,default
sanzhi-297_mouthinternaloralcavity-1,,sanzhi,297_mouthinternaloralcavity,миса,миса,<?> <?> <?> а,,lexcauc,,,^м и с а$,default
sanzhi-298_beak-1,,sanzhi,298_beak,ттутту,ттутту,тт <?> тт <?>,,lexcauc,,,^тт у тт у$,default
sanzhi-298_beak-2,,sanzhi,298_beak,ттутме,ттутме,тт <?> т <?> е,,lexcauc,,,^тт у т м е$,default
sanzhi-299_lip-1,,sanzhi,299_lip,к1вент1,к1вент1,<?> <?> <?> е <?> т <?>,,lexcauc,,,^к 1 в е н т 1 $,default
sanzhi-300_tongue-1,,sanzhi,300_tongue,лимцци,лимцци,<?> <?> <?> <?> <?>,,lexcauc,,,^л и м цц и$,default
sanzhi-301_tooth-1,,sanzhi,301_tooth,цула,цула,<?> <?> <?> а,,lexcauc,,,^ц у л а$,default
sanzhi-303_molartooth-1,,sanzhi,303_molartooth,ганжа,ганжа,<?> а <?> <?> а,,lexcauc,,,^г а н ж а$,default
sanzhi-304_gums-1,,sanzhi,304_gums,цулала кам,цулала кам,<?> <?> <?> а <?> а + <?> а <?>,,lexcauc,,,^ц у л а л а + к а м$,default
sanzhi-305_neck-1,,sanzhi,305_neck,хъяб,хъяб,<?> <?> <?> <?>,,lexcauc,,,^х ъ я б$,default
sanzhi-306_adamsapple-1,,sanzhi,306_adamsapple,сусла кьу1та,сусла кьу1та,<?> <?> <?> <?> а + <?> <?> <?> <?> т а,,lexcauc,,,^с у с л а + к ь у 1 т а$,default
sanzhi-307_chin-1,,sanzhi,307_chin,муц1урра гула,муц1урра гула,<?> <?> <?> <?> <?> рр а + <?> <?> <?> а,,lexcauc,,,^м у ц 1 у рр а + г у л а$,default
sanzhi-308_backofhead-1,,sanzhi,308_backofhead,бек1ла гьила,бек1ла гьила,<?> е <?> <?> <?> а + <?> <?> <?> <?> а,,lexcauc,,,^б е к 1 л а + г ь и л а$,default
sanzhi-309_throat-1,,sanzhi,309_throat,сус,сус,<?> <?> <?>,,lexcauc,,,^с у с$,default
sanzhi-309_throat-2,,sanzhi,309_throat,кьакьар,кьакьар,<?> <?> а <?> <?> а р,,lexcauc,,,^к ь а к ь а р$,default
sanzhi-310_shoulder-1,,sanzhi,310_shoulder,хъурч1ул,хъурч1ул,<?> <?> <?> р <?> <?> <?> <?>,,lexcauc,,,^х ъ у р ч 1 у л$,default
sanzhi-311_arm-1,,sanzhi,311_arm,няхъ,няхъ,<?> <?> <?> <?>,,lexcauc,,,^н я х ъ$,default
sanzhi-312_hand-1,,sanzhi,312_hand,няхъ,няхъ,<?> <?> <?> <?>,,lexcauc,,,^н я х ъ$,default
sanzhi-313_handfulonehand-1,,sanzhi,313_handfulonehand,меъ,меъ,<?> е <?>,,lexcauc,,,^м е ъ$,default
sanzhi-314_handfultwohands-1,,sanzhi,314_handfultwohands,кваш,кваш,<?> <?> а <?>,,lexcauc,,,^к в а ш$,default
sanzhi-315_paw-1,,sanzhi,315_paw,квач1а,квач1а,<?> <?> а <?> <?> а,,lexcauc,,,^к в а ч 1 а$,default
sanzhi-316_fist-1,,sanzhi,316_fist,кьюш,кьюш,<?> <?> <<ю>> <?>,,lexcauc,,,^к ь <ю> ш$,default
sanzhi-317_armpit-1,,sanzhi,317_armpit,шшалигула,шшалигула,<?> а <?> <?> <?> <?> <?> а,,lexcauc,,,^шш а л и г у л а$,default
sanzhi-318_elbow-1,,sanzhi,318_elbow,кказаняхъ,кказаняхъ,<?> а <?> а <?> <?> <?> <?>,,lexcauc,,,^кк а з а н я х ъ$,default
sanzhi-319_palmofhand-1,,sanzhi,319_palmofhand,барк няхъ,барк няхъ,<?> а р <?> + <?> <?> <?> <?>,,lexcauc,,,^б а р к + н я х ъ$,default
sanzhi-320_finger-1,,sanzhi,320_finger,т1уп,т1уп,т <?> <?> <?>,,lexcauc,,,^т 1 у п$,default
sanzhi-321_fingernail-1,,sanzhi,321_fingernail,миква,миква,<?> <?> <?> <?> а,,lexcauc,,,^м и к в а$,default
sanzhi-322_claw-1,,sanzhi,322_claw,миква,миква,<?> <?> <?> <?> а,,lexcauc,,,^м и к в а$,default
sanzhi-323_leg-1,,sanzhi,323_leg,т1ю,т1ю,т <?> <<ю>>,,lexcauc,,,^т 1 <ю> $,default
sanzhi-324_foot-1,,sanzhi,324_foot,т1ю,т1ю,т <?> <<ю>>,,lexcauc,,,^т 1 <ю> $,default
sanzhi-325_thigh-1,,sanzhi,325_thigh,урттур,урттур,<?> р тт <?> р,,lexcauc,,,^у р тт у р$,default
sanzhi-326_shin-1,,sanzhi,326_shin,т1у1ла ликка,т1у1ла ликка,т <?> <?> <?> <?> а + <?> <?> <?> а,,lexcauc,,,^т 1 у 1 л а + л и кк а$,default
sanzhi-327_knee-1,,sanzhi,327_knee,кьукьа,кьукьа,<?> <?> <?> <?> <?> а,,lexcauc,,,^к ь у к ь а$,default
sanzhi-328_heel-1,,sanzhi,328_heel,кьялччи,кьялччи,<?> <?> <?> <?> <?> <?>,,lexcauc,,,^к ь я л чч и$,default
sanzhi-329_footprint-1,,sanzhi,329_footprint,т1юла къел,т1юла къел,т <?> <<ю>> <?> а + <?> <?> е <?>,,lexcauc,,,^т 1 <ю> л а + к ъ е л$,default
sanzhi-330_toe-1,,sanzhi,330_toe,ккамул,ккамул,<?> а <?> <?> <?>,,lexcauc,,,^кк а м у л$,default
sanzhi-331_hoof-1,,sanzhi,331_hoof,миква,миква,<?> <?> <?> <?> а,,lexcauc,,,^м и к в а$,default
sanzhi-332_wing-1,,sanzhi,332_wing,кусала,кусала,<?> <?> <?> а <?> а,,lexcauc,,,^к у с а л а$,default
sanzhi-333_feather-1,,sanzhi,333_feather,ппих1яла,ппих1яла,<?> <?> <?> <?> <?> <?> а,,lexcauc,,,^пп и х 1 я л а$,default
sanzhi-334_chest-1,,sanzhi,334_chest,мухъер,мухъер,<?> <?> <?> <?> е р,,lexcauc,,,^м у х ъ е р$,default
sanzhi-335_breast-1,,sanzhi,335_breast,мамма,мамма,<?> а <?> а,,lexcauc,,,^м а мм а$,default
sanzhi-336_nipple-1,,sanzhi,336_nipple,т1ихъ,т1ихъ,т <?> <?> <?> <?>,,lexcauc,,,^т 1 и х ъ$,default
sanzhi-337_udder-1,,sanzhi,337_udder,бура,бура,<?> <?> р а,,lexcauc,,,^б у р а$,default
sanzhi-338_navel-1,,sanzhi,338_navel,за,за,<?> а,,lexcauc,,,^з а$,default
sanzhi-339_heart-1,,sanzhi,339_heart,урк1и,урк1и,<?> р <?> <?> <?>,,lexcauc,,,^у р к 1 и$,default
sanzhi-340_lung-1,,sanzhi,340_lung,хъусара,хъусара,<?> <?> <?> <?> а р а,,lexcauc,,,^х ъ у с а р а$,default
sanzhi-341_liver-1,,sanzhi,341_liver,дулек1,дулек1,<?> <?> <?> е <?> <?>,,lexcauc,,,^д у л е к 1 $,default
sanzhi-342_kidney-1,,sanzhi,342_kidney,х1юрцец,х1юрцец,<?> <?> <<ю>> р <?> е <?>,,lexcauc,,,^х 1 <ю> р ц е ц$,default
sanzhi-343_spleen-1,,sanzhi,343_spleen,зулеза,зулеза,<?> <?> <?> е <?> а,,lexcauc,,,^з у л е з а$,default
sanzhi-344_stomach-1,,sanzhi,344_stomach,к1улт1а,к1улт1а,<?> <?> <?> <?> т <?> а,,lexcauc,,,^к 1 у л т 1 а$,default
sanzhi-345_belly-1,,sanzhi,345_belly,к1улт1а,к1улт1а,<?> <?> <?> <?> т <?> а,,lexcauc,,,^к 1 у л т 1 а$,default
sanzhi-346_intestinesguts-1,,sanzhi,346_intestinesguts,рут,рут,р <?> т,,lexcauc,,,^р у т$,default
sanzhi-348_fatofanimals-1,,sanzhi,348_fatofanimals,х1юл,х1юл,<?> <?> <<ю>> <?>,,lexcauc,,,^х 1 <ю> л$,default
sanzhi-349_fatadj-1,,sanzhi,349_fatadj,ц1ерхь(це),ц1ерхь,<?> <?> е р <?> <?>,,lexcauc,,,^ц 1 е р х ь$,default
sanzhi-350_buttocks-1,,sanzhi,350_buttocks,хёхла шшали,хёхла шшали,<?> <?> <?> <?> а + <?> а <?> <?>,,lexcauc,,,^х ё х л а + шш а л и$,default
sanzhi-351_womb-1,,sanzhi,351_womb,дух1нук,дух1нук,<?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^д у х 1 н у к$,default
sanzhi-352_vagina-1,,sanzhi,352_vagina,митти,митти,<?> <?> тт <?>,,lexcauc,,,^м и тт и$,default
sanzhi-353_placenta-1,,sanzhi,353_placenta,дёх1нуш,дёх1нуш,<?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^д ё х 1 н у ш$,default
sanzhi-354_umbilicalcord-1,,sanzhi,354_umbilicalcord,зак1улт1а,зак1улт1а,<?> а <?> <?> <?> <?> т <?> а,,lexcauc,,,^з а к 1 у л т 1 а$,default
sanzhi-355_testicles-1,,sanzhi,355_testicles,кьулекьа,кьулекьа,<?> <?> <?> <?> е <?> <?> а,,lexcauc,,,^к ь у л е к ь а$,default
sanzhi-356_penis-1,,sanzhi,356_penis,ттуна,ттуна,тт <?> <?> а,,lexcauc,,,^тт у н а$,default
sanzhi-357_sperm-1,,sanzhi,357_sperm,набс,набс,<?> а <?> <?>,,lexcauc,,,^н а б с$,default
sanzhi-363_sweat-1,,sanzhi,363_sweat,мага,мага,<?> а <?> а,,lexcauc,,,^м а г а$,default
sanzhi-369_saliva-1,,sanzhi,369_saliva,хьурхье,хьурхье,<?> <?> <?> р <?> <?> е,,lexcauc,,,^х ь у р х ь е$,default
sanzhi-369_saliva-2,,sanzhi,369_saliva,шу1т1а,шу1т1а,<?> <?> <?> т <?> а,,lexcauc,,,^ш у 1 т 1 а$,default
sanzhi-372_dream-1,,sanzhi,372_dream,мужер,мужер,<?> <?> <?> е р,,lexcauc,,,^м у ж е р$,default
sanzhi-383_pregnant-1,,sanzhi,383_pregnant,к1улт1нарце,к1улт1нарце,<?> <?> <?> <?> т <?> <?> а р <?> е,,lexcauc,,,^к 1 у л т 1 н а р ц е$,default
sanzhi-385_alive-1,,sanzhi,385_alive,миц1ирце,миц1ирце,<?> <?> <?> <?> <?> р <?> е,,lexcauc,,,^м и ц 1 и р ц е$,default
sanzhi-387_dead-1,,sanzhi,387_dead,бебч1ибце,бебч1ибце,<?> е <?> <?> <?> <?> <?> <?> е,,lexcauc,,,^б е б ч 1 и б ц е$,default
sanzhi-389_corpseofhuman-1,,sanzhi,389_corpseofhuman,ликка,ликка,<?> <?> <?> а,,lexcauc,,,^л и кк а$,default
sanzhi-390_carcassofanimal-1,,sanzhi,390_carcassofanimal,кьак,кьак,<?> <?> а <?>,,lexcauc,,,^к ь а к$,default
sanzhi-392_shroud-1,,sanzhi,392_shroud,ккапан,ккапан,<?> а <?> а <?>,,lexcauc,,,^кк а п а н$,default
sanzhi-393_grave-1,,sanzhi,393_grave,ххяб,ххяб,<?> <?> <?>,,lexcauc,,,^хх я б$,default
sanzhi-394_tombstone-1,,sanzhi,394_tombstone,ц1елтта,ц1елтта,<?> <?> е <?> тт а,,lexcauc,,,^ц 1 е л тт а$,default
sanzhi-395_strong-1,,sanzhi,395_strong,ц1акьце,ц1акьце,<?> <?> а <?> <?> <?> е,,lexcauc,,,^ц 1 а к ь ц е$,default
sanzhi-396_healthy-1,,sanzhi,396_healthy,сагъце,сагъце,<?> а <?> <?> <?> е,,lexcauc,,,^с а г ъ ц е$,default
sanzhi-396_healthy-2,,sanzhi,396_healthy,араце,араце,а р а <?> е,,lexcauc,,,^а р а ц е$,default
sanzhi-397_sick-1,,sanzhi,397_sick,г1ярккаце,г1ярккаце,<?> <?> <?> р <?> а <?> е,,lexcauc,,,^г 1 я р кк а ц е$,default
sanzhi-397_sick-2,,sanzhi,397_sick,зяипце,зяипце,<?> <?> <?> <?> <?> е,,lexcauc,,,^з я и п ц е$,default
sanzhi-398_thinofperson-1,,sanzhi,398_thinofperson,заяце,заяце,<?> а <?> <?> е,,lexcauc,,,^з а я ц е$,default
sanzhi-400_wound-1,,sanzhi,400_wound,дяхъя,дяхъя,<?> <?> <?> <?> <?>,,lexcauc,,,^д я х ъ я$,default
sanzhi-401_spot-1,,sanzhi,401_spot,ттамгъа,ттамгъа,тт а <?> <?> <?> а,,lexcauc,,,^тт а м г ъ а$,default
sanzhi-402_furuncle-1,,sanzhi,402_furuncle,ццумазриз,ццумазриз,<?> <?> <?> а <?> р <?> <?>,,lexcauc,,,^цц у м а з р и з$,default
sanzhi-402_furuncle-2,,sanzhi,402_furuncle,ц1ирисан,ц1ирисан,<?> <?> <?> р <?> <?> а <?>,,lexcauc,,,^ц 1 и р и с а н$,default
sanzhi-403_blister-1,,sanzhi,403_blister,пёшшук1,пёшшук1,<?> <?> <?> <?> <?> <?>,,lexcauc,,,^п ё шш у к 1 $,default
sanzhi-406_itch-1,,sanzhi,406_itch,буккий,буккий,<?> <?> <?> <?> <?>,,lexcauc,,,^б у кк и й$,default
sanzhi-407_pus-1,,sanzhi,407_pus,дуле,дуле,<?> <?> <?> е,,lexcauc,,,^д у л е$,default
sanzhi-407_pus-2,,sanzhi,407_pus,хъурк,хъурк,<?> <?> <?> р <?>,,lexcauc,,,^х ъ у р к$,default
sanzhi-407_pus-3,,sanzhi,407_pus,шахха,шахха,<?> а <?> а,,lexcauc,,,^ш а хх а$,default
sanzhi-408_scar-1,,sanzhi,408_scar,х1ёна,х1ёна,<?> <?> <?> <?> а,,lexcauc,,,^х 1 ё н а$,default
sanzhi-409_hurtintrofbodypart-1,,sanzhi,409_hurtintrofbodypart,ицций,ицций,<?> <?> <?> <?>,,lexcauc,,,^и цц и й$,default
sanzhi-411_poison-1,,sanzhi,411_poison,агъу,агъу,а <?> <?> <?>,,lexcauc,,,^а г ъ у$,default
sanzhi-412_tired-1,,sanzhi,412_tired,барццур(це),барццур,<?> а р <?> <?> р,,lexcauc,,,^б а р цц у р$,default
sanzhi-415_lazy-1,,sanzhi,415_lazy,агъзин(це),агъзин,а <?> <?> <?> <?> <?>,,lexcauc,,,^а г ъ з и н$,default
sanzhi-416_bald-1,,sanzhi,416_bald,г1ямч1ун(це),г1ямч1ун,<?> <?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^г 1 я м ч 1 у н$,default
sanzhi-417_lame-1,,sanzhi,417_lame,ц1икь бик1ван,ц1икь бик1ван,<?> <?> <?> <?> <?> + <?> <?> <?> <?> <?> а <?>,,lexcauc,,,^ц 1 и к ь + б и к 1 в а н$,default
sanzhi-418_golimping-1,,sanzhi,418_golimping,ц1икь бик1вий,ц1икь бик1вий,<?> <?> <?> <?> <?> + <?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^ц 1 и к ь + б и к 1 в и й$,default
sanzhi-419_deaf-1,,sanzhi,419_deaf,г1ёнц1(це),г1ёнц1,<?> <?> <?> <?> <?> <?>,,lexcauc,,,^г 1 ё н ц 1 $,default
sanzhi-420_mute-1,,sanzhi,420_mute,гъай бик1вий абирхван,гъай бик1вий абирхван,<?> <?> а <?> + <?> <?> <?> <?> <?> <?> <?> + а <?> <?> р <?> <?> а <?>,,lexcauc,,,^г ъ а й + б и к 1 в и й + а б и р х в а н$,default
sanzhi-421_blind-1,,sanzhi,421_blind,сукъур(це),сукъур,<?> <?> <?> <?> <?> р,,lexcauc,,,^с у к ъ у р$,default
sanzhi-422_intoxicated-1,,sanzhi,422_intoxicated,кеп(це),кеп,<?> е <?>,,lexcauc,,,^к е п$,default
sanzhi-423_naked-1,,sanzhi,423_naked,ч1ямк1у(це),ч1ямк1у,<?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^ч 1 я м к 1 у$,default
sanzhi-427_food-1,,sanzhi,427_food,берквийце,берквийце,<?> е р <?> <?> <?> <?> <?> е,,lexcauc,,,^б е р к в и й ц е$,default
sanzhi-430_rotten-1,,sanzhi,430_rotten,беръиб,беръиб,<?> е р <?> <?> <?>,,lexcauc,,,^б е р ъ и б$,default
sanzhi-431_mildew-1,,sanzhi,431_mildew,шамак1,шамак1,<?> а <?> а <?> <?>,,lexcauc,,,^ш а м а к 1 $,default
sanzhi-447_lidofcauldron-1,,sanzhi,447_lidofcauldron,бурта,бурта,<?> <?> р т а,,lexcauc,,,^б у р т а$,default
sanzhi-448_cauldronmetal-1,,sanzhi,448_cauldronmetal,х1яшак,х1яшак,<?> <?> <?> <?> а <?>,,lexcauc,,,^х 1 я ш а к$,default
sanzhi-449_claypot-1,,sanzhi,449_claypot,къаба,къаба,<?> <?> а <?> а,,lexcauc,,,^к ъ а б а$,default
